bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
3,4.0,3374,2912.0,2,104,1,0,0,0,14.06,926053.0,1
3,3.0,2654,1578.0,1,2,0,1,1,1,11.9,756600.0,0
3,3.0,2165,4034.0,2,34,0,1,0,1,5.61,696570.0,0
1,1.5,1560,5264.0,2,61,1,0,0,1,10.38,539631.0,0
6,5.0,4435,4654.0,2,101,1,0,0,1,3.31,1232906.0,1
2,2.5,1446,3968.0,1,19,1,0,0,1,3.16,496419.0,0
3,3.5,2268,1854.0,2,27,1,0,0,1,4.93,682232.0,0
4,4.0,3331,2931.0,2,109,1,1,1,0,17.41,871300.0,1
5,5.0,3950,3829.0,2,20,1,1,0,0,21.78,946661.0,1
5,5.0,4001,4150.0,1,34,1,0,1,1,4.11,1146628.0,1
3,4.0,2525,1611.0,1,84,1,0,0,1,7.0,745091.0,0
4,4.0,3842,3142.0,2,76,0,0,0,1,4.11,1123762.0,1
3,3.0,1735,9406.0,1,41,1,0,0,1,8.26,636891.0,0
5,5.0,3778,10476.0,2,98,1,1,0,0,14.24,1162020.0,1
5,5.0,3676,1599.0,2,67,0,1,0,1,3.66,1040903.0,1
4,4.5,3214,2165.0,1,64,0,1,1,0,16.84,841901.0,1
4,4.0,3085,1549.0,1,97,1,0,0,1,10.77,914760.0,1
1,1.0,1149,4060.0,1,116,1,0,0,0,13.41,363681.0,0
3,3.5,1481,2992.0,2,92,1,0,0,1,7.51,596407.0,0
1,2.0,915,4752.0,2,27,1,0,0,1,9.67,381328.0,0
5,5.0,3307,6065.0,2,19,0,1,0,1,2.43,1022498.0,1
3,3.0,2413,2724.0,1,20,1,0,0,1,9.32,748793.0,0
3,3.0,2195,2224.0,1,62,0,1,0,1,7.93,650451.0,0
4,4.0,3139,2807.0,2,72,1,1,0,1,6.27,940069.0,1
4,4.5,3055,4722.0,1,89,1,0,1,1,7.35,983432.0,1
3,3.0,2212,5772.0,2,28,0,0,0,0,19.17,565657.0,0
4,4.0,2808,2239.0,2,123,1,0,0,0,9.98,806668.0,1
1,2.0,1087,2620.0,2,17,1,1,0,1,12.06,454329.0,0
2,2.5,1151,3143.0,1,30,1,1,0,1,13.57,432443.0,0
4,5.0,2562,2656.0,3,124,0,0,1,1,7.92,894990.0,1
4,4.0,2645,2823.0,1,71,0,1,0,0,25.07,611926.0,0
5,5.0,3767,3966.0,1,87,1,0,0,0,7.67,1024564.0,1
4,4.0,2931,6347.0,1,28,1,1,0,0,21.19,832470.0,1
3,4.0,2288,6941.0,2,59,0,1,0,1,6.97,755929.0,0
4,4.5,3187,4847.0,1,90,1,0,0,0,16.45,799148.0,1
5,5.0,3877,10588.0,2,44,0,1,0,1,11.08,1076791.0,1
4,4.0,3043,8545.0,1,75,1,0,0,1,2.85,794905.0,1
3,3.0,1940,3834.0,2,4,0,1,1,1,2.61,569865.0,0
3,4.0,2549,2511.0,2,13,0,0,0,0,13.46,610858.0,0
2,3.0,1854,2142.0,2,61,1,0,0,0,14.26,479408.0,0
3,3.0,1851,2537.0,1,28,1,0,0,1,9.52,557474.0,0
1,1.0,708,11212.0,2,48,0,1,1,1,3.94,429754.0,0
4,5.0,2785,6995.0,2,84,1,0,0,1,2.5,897809.0,1
3,4.0,1853,2644.0,2,19,1,1,0,1,10.67,644421.0,0
2,2.0,891,2116.0,2,9,1,1,1,1,5.55,404433.0,0
3,4.0,3368,3749.0,1,100,1,0,0,1,4.76,979385.0,1
4,4.0,3245,1541.0,2,81,1,1,0,1,7.27,838555.0,1
2,2.0,1460,14332.0,2,32,1,0,0,1,9.35,621039.0,0
4,4.0,3015,2908.0,1,5,1,1,1,0,13.81,749214.0,0
4,4.5,2772,6809.0,1,28,1,0,0,1,3.16,868117.0,1
4,4.5,2863,1929.0,2,48,0,0,0,0,20.46,702968.0,0
5,5.0,3283,2138.0,2,47,1,0,0,0,10.68,827769.0,1
3,3.0,2017,4523.0,1,31,0,1,0,1,10.34,638342.0,0
4,4.0,2470,4118.0,2,56,0,1,1,1,3.28,824078.0,1
4,4.5,2502,9541.0,1,33,1,1,0,0,15.55,748016.0,0
4,4.0,3202,2186.0,2,49,1,0,0,1,3.78,961311.0,1
2,2.0,1015,2599.0,2,15,1,1,0,1,8.34,467041.0,0
6,5.0,3970,1670.0,2,37,0,1,0,1,7.36,1044164.0,1
3,3.5,2144,8364.0,1,27,0,1,0,0,14.56,570718.0,0
3,3.0,2150,5650.0,2,11,1,1,0,1,8.38,760693.0,0
3,3.0,2730,1611.0,2,90,1,0,1,1,5.12,800690.0,1
5,5.0,3904,3576.0,2,18,1,0,1,1,4.59,1136278.0,1
4,4.5,2609,5626.0,2,103,0,0,0,1,4.12,893048.0,1
2,2.0,1215,4595.0,1,41,0,0,1,1,12.75,527079.0,0
3,4.0,2488,1719.0,1,53,1,1,0,1,1.25,777733.0,0
4,4.0,2393,7355.0,3,4,1,0,1,0,20.55,597444.0,0
2,2.0,1419,2696.0,1,49,0,0,0,1,6.49,440879.0,0
3,3.0,2493,2179.0,2,38,1,0,1,1,1.53,809534.0,1
4,4.5,3272,2728.0,1,110,1,0,0,0,17.96,786102.0,0
3,4.0,2493,2507.0,2,64,0,1,0,1,2.54,829238.0,1
2,2.0,1310,8979.0,1,13,1,1,1,0,15.41,553671.0,0
5,5.0,4335,2971.0,2,35,0,0,0,1,8.48,1124487.0,1
3,3.0,2053,8315.0,1,70,1,0,1,1,3.57,766554.0,0
4,4.0,3183,2038.0,1,22,1,0,1,1,3.1,952385.0,1
2,2.5,1747,4679.0,3,61,1,0,0,0,21.44,480875.0,0
3,3.5,2164,7914.0,1,49,1,0,1,0,21.92,663930.0,0
3,3.0,2955,2199.0,3,51,1,1,0,1,4.16,861357.0,1
4,4.5,3277,4688.0,1,16,1,1,0,0,20.71,800249.0,1
5,5.0,3857,13306.0,1,60,1,1,1,1,3.67,1264145.0,1
4,4.5,3521,11990.0,2,61,1,1,0,1,1.79,1044268.0,1
3,3.0,1936,3132.0,2,111,0,1,0,0,15.67,525582.0,0
2,2.0,1394,5160.0,1,29,1,0,0,1,12.33,535546.0,0
3,4.0,2067,1556.0,2,32,0,1,0,1,7.02,666400.0,0
4,4.0,2586,2106.0,1,102,1,1,0,0,22.12,664615.0,0
3,3.5,2385,1544.0,1,18,0,1,1,1,7.66,709320.0,0
3,3.0,3165,2306.0,2,15,1,1,1,1,12.29,888270.0,1
3,3.0,2001,2424.0,2,50,1,0,0,0,17.33,470219.0,0
5,5.0,4248,7788.0,2,45,0,0,0,1,8.47,1054942.0,1
2,2.0,2133,1850.0,1,28,0,0,1,1,3.88,616181.0,0
5,5.0,4246,4311.0,1,39,0,0,0,1,8.44,1165782.0,1
5,5.0,4325,2910.0,1,34,1,0,0,0,19.8,1024991.0,1
4,4.0,2637,2246.0,2,79,0,1,0,0,15.98,729855.0,0
2,2.0,2094,2151.0,1,3,0,0,1,0,17.1,542781.0,0
1,2.0,1076,4630.0,2,90,1,1,0,1,2.92,464666.0,0
1,1.0,1065,2170.0,1,72,1,0,1,1,6.09,439692.0,0
3,3.0,2609,4561.0,2,13,1,1,0,1,7.83,799108.0,1
2,2.5,2004,8117.0,2,17,1,0,0,0,27.45,549470.0,0
3,3.0,2728,1832.0,2,12,0,1,0,1,6.74,789261.0,0
4,4.0,2770,2811.0,2,44,1,0,1,1,4.6,804933.0,1
3,3.0,2039,13783.0,2,13,1,1,0,1,2.37,809689.0,1
3,3.5,2839,5746.0,1,25,1,1,0,0,24.29,812839.0,1
3,3.0,1913,9119.0,2,88,1,1,0,1,12.02,593509.0,0
4,4.0,3332,2865.0,1,62,1,0,0,1,8.59,850567.0,1
3,3.0,2869,3326.0,2,36,1,1,0,1,4.57,787707.0,0
5,5.0,4438,2394.0,1,34,1,0,0,0,21.14,1023481.0,1
5,5.0,4500,2713.0,1,4,0,1,1,0,17.32,1154242.0,1
3,3.0,1573,3219.0,2,42,1,0,0,1,12.75,454774.0,0
3,3.0,1758,5518.0,2,44,0,0,1,1,7.88,622865.0,0
1,1.0,700,2644.0,2,97,0,1,0,1,3.91,375526.0,0
3,4.0,2686,6886.0,3,51,1,0,0,1,12.83,804155.0,1
2,2.5,2158,2148.0,2,91,1,1,0,0,12.23,551439.0,0
2,2.0,1390,8436.0,1,95,1,0,0,1,6.22,562168.0,0
3,3.0,2355,2963.0,1,4,1,0,1,1,5.16,744117.0,0
5,5.0,3531,4807.0,2,19,1,0,0,1,1.88,1026540.0,1
3,4.0,3245,2106.0,1,45,1,1,0,1,5.8,861711.0,1
3,3.0,2142,8146.0,2,5,0,1,1,1,11.96,662328.0,0
3,3.0,2266,1506.0,2,8,0,0,1,1,1.58,682827.0,0
3,3.5,2749,2433.0,2,55,1,0,0,1,2.59,856911.0,1
4,5.0,3123,5623.0,1,96,1,1,0,0,14.97,883167.0,1
3,3.0,2298,3068.0,2,123,1,1,0,0,6.81,676295.0,0
5,5.0,3383,1996.0,1,23,1,0,0,1,5.67,959952.0,1
3,3.5,3034,3074.0,1,35,1,0,0,1,4.34,846683.0,1
3,4.0,2516,1928.0,1,27,1,0,1,0,16.85,657486.0,0
2,2.0,1343,2291.0,1,56,1,1,0,1,10.78,389268.0,0
3,3.0,2590,5397.0,2,4,1,0,1,1,5.33,965699.0,1
4,4.0,3286,4474.0,1,17,1,1,1,1,12.99,881964.0,1
1,1.0,600,1949.0,2,100,0,1,0,1,3.56,250000.0,0
3,3.0,1954,5941.0,1,73,0,0,0,1,7.94,610333.0,0
4,4.0,2483,2276.0,1,43,0,0,0,1,3.54,736680.0,0
4,4.0,2104,8331.0,3,55,1,0,0,0,7.83,705236.0,0
5,5.0,4254,2658.0,1,54,0,0,0,0,16.67,1018466.0,1
3,3.5,2711,3195.0,1,5,1,0,1,1,7.86,794394.0,1
3,3.5,2267,2782.0,1,60,1,1,0,1,6.1,777264.0,0
2,2.5,1816,6568.0,1,39,1,1,0,0,29.49,527633.0,0
4,4.0,2325,1622.0,1,99,1,1,0,1,8.29,665704.0,0
3,3.0,2616,7697.0,1,100,1,0,0,0,13.98,647781.0,0
3,3.5,1947,2215.0,2,93,0,0,0,1,8.33,547555.0,0
3,4.0,2393,3544.0,2,27,1,1,0,1,2.1,727607.0,0
3,4.0,2795,3007.0,1,6,1,0,1,0,17.36,675136.0,0
2,2.0,2522,2250.0,2,41,1,1,1,0,24.05,601765.0,0
2,2.0,2022,4433.0,3,16,1,0,0,1,4.36,556464.0,0
3,3.0,2579,3120.0,2,97,1,1,0,0,10.11,653550.0,0
4,4.5,2785,4805.0,2,97,1,1,0,1,5.31,917105.0,1
2,2.5,1212,3191.0,3,38,1,1,1,1,2.76,490167.0,0
6,5.0,3678,10154.0,1,108,0,1,0,1,12.59,1006753.0,1
2,2.0,1790,4872.0,1,3,0,1,1,1,6.44,571282.0,0
1,1.0,831,5961.0,2,51,1,0,0,1,14.39,388853.0,0
3,3.5,2326,3586.0,1,60,0,0,0,1,8.88,680882.0,0
5,5.0,4413,5140.0,1,90,1,0,0,1,3.54,1204193.0,1
3,3.0,2108,3795.0,2,57,0,0,0,0,13.56,585739.0,0
3,3.0,2777,1679.0,2,115,1,0,0,1,11.98,765413.0,0
1,1.0,1087,2338.0,1,59,1,0,0,1,2.42,389402.0,0
3,3.0,1806,3649.0,1,9,1,0,1,0,13.45,579400.0,0
2,2.0,1502,6705.0,3,40,1,0,0,0,20.96,353202.0,0
5,5.0,4142,6483.0,1,83,0,1,0,1,12.74,1101377.0,1
4,4.0,2451,5146.0,1,62,1,1,0,1,7.05,872597.0,1
5,5.0,3614,2422.0,1,57,1,1,0,1,3.53,1026364.0,1
4,4.0,3115,2442.0,2,55,1,0,0,1,2.63,839643.0,1
1,1.5,600,1967.0,3,73,1,1,0,1,7.05,265353.0,0
5,5.0,4326,5262.0,1,122,1,1,0,1,9.0,1191155.0,1
4,4.0,2978,5301.0,1,85,1,0,0,1,2.59,885428.0,1
3,3.0,2940,9438.0,2,51,1,0,0,1,6.54,1003884.0,1
4,4.0,3193,6456.0,1,55,0,0,0,1,6.03,892354.0,1
4,5.0,3144,8155.0,2,44,0,0,0,1,8.29,944959.0,1
4,4.0,3558,2799.0,1,80,1,1,1,1,3.51,1014742.0,1
5,5.0,3804,2757.0,1,57,1,1,0,1,1.28,1071043.0,1
4,5.0,3470,3729.0,2,36,1,0,1,1,10.1,1017884.0,1
2,2.5,1394,1675.0,1,59,1,1,0,0,20.71,465526.0,0
4,4.0,2939,2317.0,1,4,1,0,1,1,6.67,889196.0,1
5,5.0,3992,19840.0,2,100,1,0,0,0,18.33,1133835.0,1
3,3.5,1876,3563.0,1,49,0,1,0,1,9.91,607523.0,0
5,5.0,4460,7356.0,2,69,1,0,0,1,2.87,1341695.0,1
4,5.0,3251,2870.0,2,48,1,0,0,1,11.92,952438.0,1
4,4.0,3112,3912.0,1,79,0,1,0,0,19.72,806008.0,1
3,3.0,2116,1729.0,1,13,0,0,0,1,4.13,599808.0,0
2,2.0,2060,4380.0,1,125,1,1,1,0,21.13,424348.0,0
3,3.5,2344,3711.0,2,37,1,1,0,1,6.06,757553.0,0
4,4.0,3138,11633.0,3,82,1,0,0,1,11.94,893167.0,1
5,5.0,3736,5060.0,1,80,1,0,0,1,8.43,966513.0,1
3,4.0,1631,13338.0,3,78,1,1,0,1,2.86,805564.0,1
4,4.0,2937,6193.0,1,13,1,0,0,1,6.89,916836.0,1
3,4.0,1686,4479.0,2,49,1,1,0,0,21.42,575677.0,0
4,4.5,2995,2251.0,2,117,0,0,0,1,8.99,808861.0,1
1,1.5,600,1674.0,2,23,0,0,0,1,4.47,336341.0,0
5,5.0,3667,2688.0,1,23,0,0,0,0,15.36,931711.0,1
3,3.0,1613,1792.0,2,10,1,1,1,1,5.27,622102.0,0
3,3.0,2232,7800.0,1,83,1,0,0,0,12.66,722922.0,0
3,4.0,2445,3188.0,1,37,0,0,0,1,9.15,703373.0,0
3,3.0,2375,4106.0,2,19,1,0,0,0,19.4,610196.0,0
3,3.0,2314,1722.0,2,44,0,1,0,0,18.89,514199.0,0
3,4.0,2000,2076.0,2,123,1,0,0,0,14.08,445302.0,0
5,5.0,3365,3848.0,2,6,1,1,1,1,3.95,1014329.0,1
1,2.0,1050,2629.0,1,46,1,0,0,0,20.05,262995.0,0
3,3.0,2464,2827.0,2,82,1,0,0,1,3.1,686282.0,0
4,4.5,3637,8453.0,1,15,1,0,0,0,7.05,1009819.0,1
4,4.0,3108,3249.0,1,34,1,1,1,0,19.24,833921.0,1
4,4.0,2713,3047.0,1,33,1,0,0,1,2.04,849643.0,1
4,4.0,3681,6837.0,2,19,1,0,0,1,4.67,962186.0,1
3,3.0,1884,2623.0,1,31,1,0,0,1,12.67,612089.0,0
2,3.0,2000,1542.0,1,110,0,0,0,1,5.77,630632.0,0
3,4.0,2475,1635.0,1,32,0,1,0,1,15.22,763146.0,0
3,3.0,2334,2599.0,1,64,0,0,0,1,6.67,682619.0,0
4,4.0,2725,2915.0,1,78,1,0,0,0,15.94,680782.0,0
4,4.0,3140,2283.0,2,79,0,0,0,1,8.71,783094.0,0
3,3.0,1685,1932.0,1,30,1,1,0,1,10.18,464970.0,0
1,1.0,600,1928.0,3,106,0,0,1,1,3.83,254471.0,0
5,5.0,3656,2548.0,1,13,1,0,0,1,9.97,952201.0,1
4,5.0,3561,1513.0,1,4,1,1,1,1,10.73,1112355.0,1
6,5.0,4280,3361.0,1,81,1,0,0,0,19.29,1086890.0,1
5,5.0,4135,6106.0,1,44,1,0,1,1,11.7,1185869.0,1
5,5.0,3698,1720.0,2,2,1,1,1,1,6.31,1068590.0,1
3,3.0,2739,7612.0,1,70,1,1,1,1,3.88,938666.0,1
4,4.0,3281,4221.0,2,65,1,0,0,1,0.5,884892.0,1
2,2.5,1068,1993.0,1,59,0,0,1,0,5.71,382686.0,0
5,5.0,3313,1869.0,1,23,0,0,0,1,14.22,890013.0,1
2,2.0,808,2270.0,1,11,1,0,0,0,16.11,250000.0,0
5,5.0,4510,2322.0,2,53,0,0,0,1,3.02,1180703.0,1
5,5.0,2851,2220.0,2,17,1,0,0,1,2.49,971649.0,1
5,5.0,4039,2624.0,2,13,1,1,0,0,13.58,1118538.0,1
3,3.5,2523,2807.0,2,94,1,0,0,0,16.37,733274.0,0
1,2.0,725,2511.0,2,62,1,0,0,1,3.87,377478.0,0
3,4.0,2739,1710.0,3,11,1,1,1,1,5.21,852220.0,1
5,5.0,3794,10078.0,1,60,1,1,0,0,25.33,963190.0,1
5,5.0,4028,4642.0,2,34,1,1,0,1,2.81,1128255.0,1
4,4.0,2798,1841.0,2,49,1,1,0,0,8.18,840897.0,1
1,1.0,739,1553.0,1,21,1,1,0,1,3.69,332644.0,0
3,3.5,2315,6193.0,1,18,0,1,0,1,12.64,726216.0,0
6,5.0,4657,1578.0,3,22,1,1,0,1,2.87,1313323.0,1
4,4.0,3706,4010.0,2,75,1,0,0,0,15.84,1007608.0,1
4,4.0,2542,1797.0,1,81,0,1,0,0,23.93,566425.0,0
4,4.0,3664,6195.0,2,40,0,0,0,1,11.0,946035.0,1
2,2.5,1532,2912.0,1,86,0,1,0,1,6.75,501019.0,0
4,5.0,3401,2324.0,3,124,1,0,0,0,16.09,937850.0,1
5,5.0,3415,2560.0,1,49,1,1,0,1,7.45,1005459.0,1
3,3.5,1855,3527.0,1,65,1,0,0,1,14.35,607341.0,0
4,4.5,3484,3575.0,2,18,0,0,0,0,12.86,934463.0,1
5,5.0,4572,4111.0,2,107,1,1,0,0,17.64,1147242.0,1
3,4.0,2620,2617.0,3,55,0,1,0,0,17.67,666431.0,0
3,3.0,1718,4471.0,1,39,1,1,0,0,20.77,442131.0,0
6,5.0,4180,3070.0,2,55,1,0,0,1,3.41,1160376.0,1
2,2.0,1871,2252.0,2,75,1,1,0,0,23.58,537975.0,0
3,3.5,2463,4647.0,2,91,1,0,1,1,14.38,643902.0,0
3,3.0,2448,2946.0,1,5,1,0,1,1,4.22,711875.0,0
6,5.0,3867,2611.0,1,68,0,0,0,0,16.06,975098.0,1
2,3.0,2006,1506.0,1,74,1,0,0,1,3.98,576219.0,0
6,5.0,4328,4530.0,3,58,1,1,0,0,11.4,1118523.0,1
2,2.5,1827,5182.0,1,17,1,0,0,0,15.13,463016.0,0
5,5.0,3716,1690.0,1,81,1,0,0,1,2.46,1107965.0,1
5,5.0,3302,2951.0,2,83,1,1,0,0,15.85,872998.0,1
3,3.5,2671,2969.0,2,82,1,0,0,1,9.29,743714.0,0
4,4.5,2971,1569.0,2,91,1,0,0,1,5.59,875641.0,1
3,3.0,1676,1599.0,2,77,0,1,0,1,0.56,604763.0,0
3,3.0,2477,4753.0,1,125,0,0,0,1,4.78,769583.0,0
2,2.5,1637,1767.0,1,19,1,0,0,0,16.23,451874.0,0
3,3.0,2876,7148.0,1,12,0,0,0,0,11.96,812326.0,1
4,4.0,3163,11417.0,2,94,1,0,0,1,8.83,900884.0,1
3,3.0,2166,7701.0,1,111,0,1,0,1,7.23,755146.0,0
3,3.5,1951,1791.0,2,9,1,0,1,0,6.91,579921.0,0
6,5.0,4002,1805.0,1,66,1,0,0,0,18.87,975635.0,1
5,5.0,3760,2118.0,2,33,1,0,0,0,18.37,900635.0,1
3,3.0,2517,1706.0,1,60,1,1,0,1,2.07,779550.0,0
4,4.0,2751,2113.0,1,3,1,1,1,1,2.65,943416.0,1
5,5.0,4189,1962.0,2,74,1,1,0,1,6.08,1172296.0,1
6,5.0,3610,4885.0,2,56,1,0,0,0,10.8,1030580.0,1
4,4.0,3043,4083.0,1,125,1,1,0,1,8.0,913875.0,1
4,5.0,2688,1645.0,1,4,1,0,1,1,2.44,870847.0,1
3,3.0,3282,4807.0,1,68,0,0,0,1,3.35,839906.0,1
3,3.0,2527,3728.0,2,44,1,0,0,1,7.38,769672.0,0
3,4.0,2739,10322.0,1,106,0,1,0,1,3.66,825012.0,1
4,5.0,2774,3438.0,2,49,1,0,0,1,7.61,785569.0,0
4,4.5,2127,3961.0,1,18,1,1,0,0,12.74,571163.0,0
4,4.0,3033,4899.0,1,102,1,1,0,0,23.62,710646.0,0
4,4.0,3064,2265.0,1,86,1,1,0,1,8.74,817651.0,1
5,5.0,3054,6350.0,1,7,1,0,1,1,5.78,1016783.0,1
3,3.0,2008,7846.0,2,52,1,1,0,1,2.43,746362.0,0
3,3.5,2448,2352.0,2,62,0,0,0,1,2.52,678035.0,0
5,5.0,3934,2252.0,1,28,1,0,0,1,10.81,1059303.0,1
3,3.0,2132,5763.0,1,96,1,1,0,1,4.91,713832.0,0
3,3.0,2273,1692.0,1,39,0,1,0,1,4.55,729744.0,0
5,5.0,3553,1803.0,3,70,1,0,0,1,4.35,1049619.0,1
4,4.5,2812,2401.0,1,32,1,0,0,1,8.04,871120.0,1
5,5.0,4222,8745.0,1,78,1,1,0,1,6.31,1163345.0,1
3,3.0,2115,2431.0,1,122,1,1,0,1,9.12,654582.0,0
4,4.5,2861,3473.0,2,23,0,1,0,1,3.91,816916.0,1
3,3.0,2471,3842.0,1,87,1,0,1,1,0.5,700818.0,0
4,4.0,2837,3368.0,1,48,0,1,0,1,10.41,674199.0,0
3,3.5,2564,1748.0,1,24,1,1,0,1,5.04,828249.0,1
4,4.0,3337,2330.0,3,117,0,0,0,0,16.34,738636.0,0
1,1.5,1148,2427.0,1,4,0,1,1,1,5.99,449058.0,0
3,3.0,1709,4478.0,1,48,1,0,0,1,8.75,593550.0,0
3,3.0,2266,4387.0,2,30,0,1,0,1,4.61,624056.0,0
4,4.0,3617,2337.0,1,48,1,1,0,0,12.93,966909.0,1
3,3.0,2070,3198.0,1,14,1,0,1,1,6.7,728285.0,0
3,3.0,2030,3576.0,1,64,1,1,0,1,2.22,696753.0,0
3,3.0,2779,4789.0,2,84,1,0,0,1,7.39,828666.0,1
3,3.0,3161,1564.0,2,3,1,0,1,0,18.42,839263.0,1
1,1.5,1266,5398.0,1,90,1,1,0,1,3.45,519157.0,0
5,5.0,3733,2534.0,1,82,1,1,0,0,18.67,913417.0,1
5,5.0,4008,2995.0,3,47,1,1,0,1,6.86,1146482.0,1
3,3.5,2283,1991.0,1,99,0,0,0,1,11.43,686574.0,0
4,4.5,2932,1725.0,2,8,0,0,1,1,2.32,880624.0,1
4,4.0,2703,2099.0,1,21,1,0,0,1,4.15,811299.0,1
3,3.0,3346,3826.0,1,36,1,1,0,1,5.06,987269.0,1
4,4.0,4078,3282.0,2,43,1,0,0,0,21.42,932462.0,1
3,3.0,2510,2593.0,3,22,1,0,0,1,1.73,871215.0,1
5,5.0,3434,1978.0,2,94,0,1,0,1,3.38,999155.0,1
2,3.0,1956,6100.0,1,120,1,0,0,0,16.17,630890.0,0
2,2.0,1427,11783.0,1,74,1,1,0,0,26.26,633960.0,0
4,4.0,3132,4338.0,2,14,1,0,0,1,2.39,898508.0,1
3,3.0,1758,4176.0,1,16,1,0,0,1,1.16,588693.0,0
3,3.5,2688,5041.0,1,77,0,1,0,1,15.93,729920.0,0
3,3.0,1806,2586.0,1,108,1,1,0,1,4.46,608404.0,0
3,3.0,1710,4576.0,1,97,1,0,0,1,6.57,629504.0,0
3,3.0,2444,7103.0,2,41,1,0,0,1,9.99,651530.0,0
5,5.0,3978,3925.0,1,59,0,0,0,1,4.57,1078010.0,1
5,5.0,3670,2233.0,2,13,1,1,0,0,11.44,1029133.0,1
2,2.0,1682,3485.0,1,33,1,0,0,0,15.83,475086.0,0
4,4.0,2805,2302.0,2,111,1,0,1,1,4.22,818127.0,1
4,4.0,2873,2757.0,2,58,1,0,0,0,15.24,693355.0,0
4,4.5,2743,6288.0,1,56,0,0,0,1,8.05,921516.0,1
3,4.0,2739,2196.0,2,50,1,1,0,1,7.89,735025.0,0
3,3.0,2813,5683.0,1,12,1,1,0,1,2.22,780248.0,0
3,3.5,2756,2378.0,2,96,0,1,0,0,19.79,655440.0,0
3,4.0,2153,1895.0,1,42,1,0,0,1,6.5,638287.0,0
4,4.5,2117,2328.0,1,58,1,0,0,1,5.68,745325.0,0
1,1.0,1185,2088.0,1,119,1,0,0,1,7.1,422847.0,0
4,4.5,3274,5808.0,1,111,1,0,0,0,9.69,935947.0,1
3,3.5,2617,2561.0,1,106,1,0,1,0,16.84,722688.0,0
6,5.0,4545,3929.0,2,56,1,0,0,1,9.45,1195403.0,1
4,5.0,3507,2350.0,1,29,1,1,0,0,17.99,856797.0,1
2,2.5,1398,5136.0,3,88,1,0,0,1,5.31,541590.0,0
1,1.0,735,9968.0,1,3,1,1,1,0,2.66,408215.0,0
3,4.0,2855,5195.0,3,68,1,1,0,1,9.19,776785.0,0
5,5.0,3738,1872.0,2,60,1,0,0,1,5.84,1009005.0,1
3,3.5,1343,9688.0,1,20,1,1,0,0,17.2,385038.0,0
5,5.0,4197,3158.0,2,10,1,1,1,1,2.41,1204668.0,1
4,4.5,3596,2561.0,1,18,1,0,0,1,2.2,965753.0,1
4,4.5,2925,2505.0,2,44,1,0,0,1,0.5,837858.0,1
4,4.0,3084,1642.0,1,69,0,1,0,0,18.89,760605.0,0
3,4.0,2964,1859.0,2,30,0,0,0,1,7.5,915404.0,1
5,5.0,3626,3272.0,2,45,1,0,0,1,11.72,882963.0,1
3,3.0,2107,4276.0,1,27,1,0,0,0,23.8,514163.0,0
1,1.0,600,4254.0,1,115,1,0,0,0,7.25,250000.0,0
5,5.0,3819,5588.0,3,56,1,0,0,1,3.7,1095554.0,1
4,4.0,2731,4579.0,1,57,1,0,0,1,3.06,947099.0,1
3,3.0,2476,2121.0,1,83,1,0,0,1,3.24,707546.0,0
3,3.5,2639,6752.0,2,12,1,0,0,1,8.59,858026.0,1
3,4.0,2003,4146.0,1,51,1,0,0,0,11.18,529642.0,0
4,4.0,2999,2381.0,2,83,0,0,0,1,12.94,815896.0,1
2,3.0,2030,2105.0,1,35,1,0,0,1,5.84,714327.0,0
3,3.0,1707,5720.0,2,48,1,0,0,0,23.98,499538.0,0
4,4.5,2979,2434.0,2,23,1,0,1,1,3.57,946194.0,1
3,3.5,2077,9734.0,1,3,0,1,1,0,20.9,647684.0,0
3,3.0,1895,6725.0,2,63,1,0,0,1,8.91,626328.0,0
2,2.5,1733,3516.0,1,105,1,1,0,1,0.5,752566.0,0
3,4.0,2406,3300.0,1,65,1,0,0,0,16.72,739764.0,0
3,3.0,3003,3542.0,1,59,1,1,0,1,3.73,902812.0,1
2,2.0,1700,3450.0,2,95,1,0,0,1,7.2,627582.0,0
4,4.5,3440,2575.0,2,67,1,0,0,0,15.6,818840.0,1
2,3.0,1550,2785.0,1,99,1,0,1,1,6.85,509781.0,0
4,4.0,3646,3917.0,2,24,0,0,0,0,20.01,953992.0,1
3,3.5,2655,2258.0,2,110,0,0,0,0,13.94,658938.0,0
3,4.0,2389,1606.0,1,120,1,0,0,1,3.16,755741.0,0
5,5.0,3495,1819.0,1,19,1,0,0,0,16.2,900203.0,1
2,2.0,883,1502.0,2,30,1,0,0,1,8.23,383988.0,0
3,3.5,3033,1892.0,2,32,1,0,0,0,21.44,766969.0,0
4,4.0,3340,1709.0,2,46,1,1,0,1,2.6,977170.0,1
1,1.5,1060,2600.0,1,4,1,1,1,0,6.77,374040.0,0
4,4.5,3240,11616.0,2,80,1,0,0,1,5.86,975322.0,1
3,3.5,2910,5956.0,1,50,0,0,0,1,2.92,821828.0,1
6,5.0,4247,6594.0,2,18,1,0,0,1,6.03,1165586.0,1
3,3.5,2422,2099.0,2,17,0,0,1,0,16.1,610576.0,0
4,5.0,3108,6273.0,1,44,1,1,0,1,2.22,1093514.0,1
4,5.0,2840,2315.0,3,17,1,1,0,1,2.44,838338.0,1
4,4.0,3315,3270.0,1,88,1,1,0,0,12.53,895949.0,1
