"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
1,29,"male",69407,"urban","mobile","Fashion",27,24
1,44,"male",45087,"urban","desktop","Travel",48,23
1,44,"female",64097,"urban","desktop","Technology",7,24
1,27,"male",88365,"suburban","mobile","Sports",34,5
1,45,"male",147978,"urban","mobile","Sports",44,8
1,31,"male",246375,"rural","mobile","Travel",8,5
1,30,"female",222116,"urban","desktop","Travel",15,9
1,68,"male",145318,"suburban","mobile","Sports",37,15
0,58,"female",23679,"urban","desktop","Fashion",27,11
0,35,"female",184368,"suburban","mobile","Technology",12,4
1,42,"female",172498,"urban","desktop","Travel",20,23
1,36,"female",137971,"urban","desktop","Travel",23,25
1,54,"female",97474,"suburban","desktop","Travel",16,24
1,66,"female",222048,"urban","desktop","Travel",56,4
1,56,"female",21231,"urban","desktop","Travel",31,13
1,66,"male",62477,"suburban","mobile","Sports",38,11
1,57,"female",80112,"suburban","desktop","Travel",42,23
1,30,"male",166308,"urban","mobile","Travel",59,19
0,52,"female",149424,"suburban","desktop","Travel",13,24
1,18,"female",229963,"suburban","mobile","Travel",4,24
1,37,"female",223685,"urban","mobile","Fashion",60,16
1,24,"female",181185,"rural","desktop","Technology",29,8
1,44,"male",59052,"urban","desktop","Sports",43,21
1,45,"female",50146,"suburban","mobile","Sports",35,22
0,70,"female",115307,"urban","desktop","Sports",31,13
1,48,"female",115191,"rural","desktop","Sports",41,4
1,48,"male",166745,"rural","mobile","Sports",60,3
1,48,"female",118586,"suburban","mobile","Sports",11,23
1,32,"male",96559,"urban","desktop","Technology",12,12
1,50,"female",110993,"suburban","desktop","Fashion",58,17
1,29,"male",194398,"suburban","desktop","Sports",46,24
0,64,"male",163419,"urban","mobile","Fashion",38,11
0,41,"female",80115,"urban","desktop","Sports",4,3
0,61,"female",60731,"urban","mobile","Technology",20,12
1,42,"male",236192,"suburban","mobile","Technology",23,21
1,58,"female",164608,"urban","mobile","Travel",47,8
0,57,"male",27284,"suburban","mobile","Fashion",36,3
0,62,"male",117865,"suburban","mobile","Sports",17,24
1,39,"male",239264,"urban","mobile","Travel",14,7
1,63,"female",45729,"urban","desktop","Sports",42,17
0,58,"female",193475,"suburban","desktop","Travel",8,14
1,57,"male",96139,"urban","desktop","Fashion",57,3
1,19,"male",207824,"urban","desktop","Fashion",26,11
1,36,"male",126586,"urban","mobile","Sports",59,11
1,24,"male",60440,"urban","mobile","Technology",48,10
0,50,"male",65198,"rural","mobile","Fashion",5,20
0,51,"female",54696,"suburban","mobile","Travel",9,9
1,46,"female",239508,"urban","desktop","Sports",56,3
1,59,"male",191862,"suburban","mobile","Travel",39,25
0,51,"male",49592,"rural","desktop","Fashion",53,24
0,26,"male",126818,"rural","desktop","Fashion",21,21
1,26,"male",203096,"suburban","mobile","Technology",17,24
1,33,"female",206049,"urban","desktop","Technology",45,16
1,67,"male",106702,"urban","mobile","Fashion",56,20
1,50,"male",82439,"urban","mobile","Technology",28,22
0,61,"male",21393,"urban","desktop","Technology",5,10
1,34,"female",248991,"urban","mobile","Fashion",19,4
0,63,"male",227696,"urban","mobile","Sports",53,5
1,40,"male",46146,"suburban","mobile","Travel",42,6
1,43,"female",159229,"urban","desktop","Technology",53,8
1,22,"female",200683,"suburban","mobile","Travel",38,8
0,64,"female",70457,"urban","mobile","Travel",38,15
1,51,"female",110549,"urban","desktop","Technology",27,10
0,33,"female",29815,"rural","mobile","Technology",48,25
1,31,"female",183636,"suburban","desktop","Fashion",29,9
1,69,"female",142510,"urban","desktop","Sports",57,19
1,51,"female",204378,"rural","mobile","Technology",6,9
1,20,"female",236272,"suburban","desktop","Technology",33,6
1,22,"male",75733,"suburban","mobile","Technology",48,6
0,44,"female",237530,"urban","mobile","Travel",60,23
1,61,"female",82612,"urban","desktop","Sports",41,3
0,24,"female",68411,"urban","mobile","Travel",39,4
0,55,"male",150525,"rural","desktop","Fashion",4,14
1,18,"female",243502,"suburban","desktop","Sports",19,12
0,34,"male",181959,"rural","desktop","Technology",54,24
1,35,"male",170388,"rural","desktop","Fashion",57,7
0,68,"male",40892,"urban","desktop","Fashion",6,4
0,57,"male",144892,"rural","desktop","Travel",39,4
1,31,"male",69245,"rural","desktop","Travel",16,13
1,52,"male",49733,"urban","desktop","Sports",33,10
1,28,"male",39843,"urban","mobile","Travel",29,21
0,49,"female",59628,"suburban","desktop","Sports",39,18
1,35,"male",82099,"rural","mobile","Fashion",17,6
1,25,"male",121216,"rural","mobile","Technology",60,21
0,21,"female",67978,"rural","mobile","Sports",52,12
1,55,"male",174092,"suburban","desktop","Travel",40,2
0,36,"female",99320,"urban","mobile","Sports",29,9
1,18,"male",226025,"suburban","desktop","Technology",54,7
1,57,"female",216014,"urban","mobile","Fashion",12,4
1,59,"male",95203,"suburban","mobile","Sports",43,10
1,62,"male",241836,"suburban","desktop","Fashion",18,4
0,61,"female",95298,"suburban","desktop","Fashion",3,15
1,66,"female",154139,"suburban","desktop","Travel",18,21
1,21,"female",151546,"suburban","desktop","Technology",22,14
1,43,"female",85502,"urban","desktop","Technology",39,4
1,24,"female",141990,"urban","desktop","Fashion",54,4
1,43,"male",112648,"suburban","desktop","Sports",20,3
1,63,"male",103025,"suburban","mobile","Fashion",37,15
1,65,"male",77452,"rural","desktop","Travel",35,25
1,31,"female",215093,"rural","mobile","Travel",19,1
1,34,"female",159694,"suburban","desktop","Travel",57,25
1,56,"female",23088,"urban","mobile","Fashion",37,25
0,25,"female",34323,"rural","desktop","Fashion",16,14
1,65,"female",189299,"suburban","desktop","Technology",54,14
0,28,"male",101034,"suburban","desktop","Fashion",15,3
1,34,"female",136480,"urban","desktop","Sports",32,7
1,51,"female",174764,"suburban","desktop","Technology",4,20
1,46,"male",226668,"suburban","mobile","Sports",55,22
1,47,"female",149962,"suburban","desktop","Fashion",45,13
0,24,"female",119138,"suburban","mobile","Sports",48,18
1,31,"male",169728,"urban","mobile","Travel",46,1
1,61,"male",245727,"suburban","mobile","Sports",4,16
1,29,"male",240824,"suburban","mobile","Technology",27,14
1,35,"male",227768,"suburban","desktop","Fashion",27,2
1,69,"male",79004,"rural","desktop","Sports",49,8
0,25,"male",43844,"suburban","desktop","Sports",43,1
1,23,"male",138993,"urban","mobile","Sports",50,14
0,59,"male",123150,"suburban","desktop","Fashion",19,7
0,60,"female",153560,"urban","desktop","Technology",45,9
1,27,"male",160683,"suburban","mobile","Travel",56,10
1,57,"female",60999,"urban","desktop","Sports",42,22
1,64,"male",188819,"urban","mobile","Travel",2,23
1,24,"female",63794,"urban","desktop","Sports",59,18
0,63,"female",81113,"urban","mobile","Sports",31,13
1,25,"male",184773,"suburban","mobile","Technology",50,14
0,68,"male",220265,"suburban","desktop","Technology",10,1
0,70,"male",35020,"urban","mobile","Technology",31,22
1,55,"male",76101,"urban","desktop","Fashion",17,7
0,20,"female",55458,"suburban","desktop","Travel",17,2
1,35,"female",60253,"urban","mobile","Sports",35,23
0,53,"male",62566,"urban","desktop","Technology",11,10
1,59,"female",87728,"urban","mobile","Fashion",57,21
1,47,"male",239696,"suburban","desktop","Fashion",35,4
0,23,"female",44346,"urban","mobile","Fashion",30,4
0,58,"female",102261,"urban","desktop","Fashion",39,16
1,34,"male",113495,"urban","mobile","Fashion",53,1
1,20,"female",164249,"suburban","desktop","Fashion",18,17
1,53,"female",197251,"suburban","desktop","Sports",54,14
1,18,"male",168057,"urban","mobile","Travel",35,4
1,66,"female",158592,"suburban","desktop","Travel",29,18
1,39,"female",216618,"urban","mobile","Sports",48,16
1,29,"female",236590,"suburban","mobile","Sports",48,6
0,37,"male",59483,"rural","desktop","Technology",30,16
1,56,"female",91226,"suburban","mobile","Fashion",33,17
1,31,"male",69277,"urban","mobile","Technology",52,9
0,65,"male",141205,"suburban","desktop","Sports",25,5
1,41,"female",165492,"urban","desktop","Sports",44,23
0,49,"female",221932,"rural","mobile","Travel",47,5
1,38,"female",79118,"rural","desktop","Travel",47,3
1,70,"male",217297,"urban","desktop","Fashion",6,10
0,62,"female",169657,"urban","desktop","Technology",32,8
1,31,"female",220950,"suburban","mobile","Technology",8,21
1,21,"male",208704,"suburban","mobile","Fashion",26,11
1,64,"female",206416,"rural","desktop","Sports",16,11
1,45,"female",93099,"urban","mobile","Fashion",51,1
1,26,"female",94504,"rural","mobile","Fashion",45,22
1,70,"female",240244,"suburban","mobile","Fashion",12,20
0,68,"female",155195,"urban","desktop","Fashion",45,10
1,62,"male",195049,"urban","mobile","Sports",54,3
0,19,"male",64868,"suburban","desktop","Fashion",3,24
1,58,"male",172664,"suburban","mobile","Travel",60,16
0,66,"female",57998,"rural","desktop","Fashion",4,19
1,47,"female",99504,"rural","desktop","Fashion",28,19
1,40,"female",221493,"suburban","desktop","Sports",15,11
0,65,"female",170343,"rural","desktop","Sports",52,14
1,48,"male",149194,"urban","mobile","Travel",4,10
1,41,"male",109695,"rural","mobile","Travel",32,11
1,38,"female",61326,"urban","desktop","Fashion",17,3
0,50,"male",204143,"urban","desktop","Travel",5,4
1,37,"male",223978,"suburban","desktop","Sports",32,10
0,54,"male",184048,"urban","desktop","Travel",12,7
1,51,"male",156601,"suburban","desktop","Technology",58,22
0,62,"male",130233,"urban","mobile","Fashion",17,16
1,48,"female",201693,"suburban","desktop","Fashion",57,23
1,22,"female",204901,"rural","mobile","Sports",48,9
1,19,"female",91248,"suburban","mobile","Travel",54,8
0,41,"male",83016,"suburban","mobile","Travel",14,23
1,19,"female",246768,"suburban","mobile","Sports",40,2
1,39,"female",206511,"suburban","mobile","Fashion",55,14
1,23,"female",108762,"urban","desktop","Fashion",38,10
1,42,"male",185145,"rural","mobile","Sports",52,16
1,19,"male",235922,"urban","desktop","Sports",9,7
0,69,"female",47842,"suburban","mobile","Technology",44,18
0,67,"female",171057,"urban","mobile","Fashion",16,7
1,51,"female",113383,"rural","desktop","Fashion",44,10
1,22,"male",197969,"rural","desktop","Travel",30,4
0,69,"male",158277,"rural","mobile","Sports",56,13
1,63,"female",209707,"suburban","desktop","Travel",46,10
1,56,"male",163658,"suburban","mobile","Technology",16,11
1,28,"male",244117,"suburban","mobile","Technology",43,17
1,64,"male",29851,"urban","desktop","Technology",55,11
0,30,"male",136468,"rural","desktop","Travel",7,7
0,68,"female",49607,"urban","mobile","Travel",41,18
1,51,"male",149820,"rural","desktop","Technology",49,14
0,61,"male",72545,"urban","desktop","Technology",11,2
0,67,"male",109975,"suburban","mobile","Technology",7,21
1,61,"female",172264,"urban","desktop","Travel",35,25
0,20,"female",199601,"urban","desktop","Technology",56,9
1,27,"female",188301,"suburban","mobile","Sports",59,12
0,55,"male",40346,"urban","desktop","Fashion",25,19
1,22,"male",59935,"rural","mobile","Travel",17,17
0,27,"female",21944,"suburban","mobile","Sports",54,12
0,57,"female",171518,"suburban","mobile","Travel",24,12
1,59,"female",155300,"suburban","desktop","Sports",57,14
0,44,"male",42010,"urban","desktop","Travel",13,17
1,48,"female",140205,"urban","desktop","Technology",39,21
1,35,"female",37874,"urban","mobile","Travel",39,11
1,34,"male",210075,"rural","desktop","Technology",26,8
1,44,"male",92324,"suburban","mobile","Travel",33,19
1,56,"female",214165,"urban","desktop","Travel",53,24
1,60,"male",97329,"urban","desktop","Travel",7,18
0,56,"female",107481,"urban","desktop","Sports",35,8
1,22,"male",64897,"urban","desktop","Sports",24,16
1,44,"female",211187,"urban","mobile","Travel",58,19
1,66,"male",212066,"urban","mobile","Technology",26,22
0,50,"male",32135,"suburban","desktop","Sports",3,23
1,32,"male",213699,"urban","mobile","Fashion",32,22
1,40,"male",237577,"urban","mobile","Sports",26,13
0,70,"male",145472,"rural","mobile","Fashion",49,22
1,55,"female",39649,"suburban","mobile","Technology",36,22
1,19,"female",48139,"suburban","desktop","Sports",42,11
1,19,"male",59035,"urban","desktop","Fashion",36,6
1,47,"male",161668,"suburban","mobile","Travel",21,24
1,52,"female",182399,"suburban","mobile","Sports",31,2
0,63,"female",107549,"rural","desktop","Travel",43,18
1,24,"male",55775,"urban","desktop","Travel",3,24
1,26,"male",113499,"rural","desktop","Sports",33,24
0,44,"male",115951,"suburban","desktop","Sports",9,25
1,67,"female",117374,"rural","desktop","Technology",33,12
1,27,"male",141600,"urban","desktop","Technology",44,7
1,32,"female",51534,"urban","desktop","Fashion",52,2
1,25,"female",237025,"urban","desktop","Sports",25,8
0,49,"female",32976,"urban","desktop","Fashion",11,17
1,30,"male",176750,"suburban","desktop","Fashion",46,6
1,37,"female",233415,"suburban","desktop","Fashion",29,7
1,26,"male",213256,"suburban","mobile","Sports",45,10
0,41,"female",92224,"urban","desktop","Travel",4,12
0,59,"male",98544,"rural","mobile","Sports",44,8
1,28,"female",136139,"suburban","mobile","Travel",44,5
0,38,"female",26130,"suburban","desktop","Technology",39,3
1,31,"male",150118,"urban","desktop","Sports",56,10
0,43,"male",52070,"urban","desktop","Fashion",28,20
1,47,"female",236012,"suburban","desktop","Sports",32,18
0,67,"male",48538,"suburban","desktop","Fashion",22,9
0,64,"female",41959,"rural","desktop","Fashion",20,23
0,58,"female",116538,"rural","mobile","Technology",17,10
0,42,"male",57512,"suburban","desktop","Travel",42,20
1,63,"female",174061,"urban","desktop","Travel",6,11
0,29,"male",110817,"rural","desktop","Technology",56,25
1,20,"male",177758,"suburban","mobile","Sports",56,15
1,36,"male",147513,"urban","desktop","Sports",37,22
0,66,"female",44229,"suburban","desktop","Fashion",13,4
1,24,"female",102715,"urban","desktop","Technology",59,16
1,36,"male",74358,"suburban","desktop","Technology",38,22
1,25,"male",217125,"rural","mobile","Technology",55,18
1,33,"male",225105,"urban","mobile","Sports",7,11
0,37,"female",21516,"suburban","desktop","Fashion",52,4
1,50,"female",222140,"suburban","desktop","Technology",48,12
1,67,"female",30505,"rural","mobile","Fashion",4,12
0,56,"female",88745,"urban","mobile","Technology",56,10
1,65,"female",104235,"urban","desktop","Sports",13,15
1,38,"female",139023,"urban","mobile","Technology",43,9
1,36,"male",41253,"suburban","desktop","Fashion",27,7
1,51,"female",211687,"suburban","mobile","Technology",15,12
1,26,"male",244140,"suburban","mobile","Travel",31,18
1,58,"male",147279,"urban","desktop","Sports",11,11
0,28,"male",86883,"rural","desktop","Sports",52,2
1,26,"male",231956,"urban","mobile","Travel",16,21
0,70,"female",181421,"suburban","mobile","Travel",33,3
1,69,"female",211060,"rural","desktop","Travel",3,25
0,59,"female",55071,"rural","desktop","Sports",16,20
1,22,"male",108725,"suburban","desktop","Sports",33,2
1,21,"male",134881,"urban","desktop","Sports",20,23
1,65,"male",134096,"suburban","desktop","Fashion",46,19
1,48,"male",146903,"rural","desktop","Technology",55,11
1,34,"female",64158,"suburban","mobile","Fashion",22,6
0,39,"female",193329,"urban","desktop","Travel",23,16
1,57,"male",22985,"urban","desktop","Travel",28,13
1,60,"male",158859,"suburban","mobile","Technology",30,24
0,51,"male",90193,"suburban","desktop","Technology",60,24
1,30,"female",44932,"urban","desktop","Sports",32,22
1,62,"male",187313,"rural","desktop","Technology",44,3
1,27,"female",44334,"suburban","mobile","Travel",27,22
1,31,"male",230315,"urban","desktop","Sports",23,17
1,29,"female",192563,"suburban","mobile","Travel",10,13
1,53,"male",200349,"rural","desktop","Travel",48,16
1,49,"male",90656,"urban","desktop","Travel",2,11
0,33,"female",42066,"suburban","mobile","Technology",32,23
1,18,"male",57393,"suburban","desktop","Travel",56,19
0,35,"female",154094,"suburban","mobile","Technology",4,14
1,70,"female",112866,"rural","desktop","Technology",56,1
1,42,"male",101194,"urban","mobile","Sports",57,1
0,54,"female",59373,"rural","desktop","Fashion",42,19
1,26,"male",140839,"suburban","mobile","Travel",24,5
1,39,"female",150205,"urban","desktop","Travel",60,20
0,19,"male",21507,"rural","desktop","Fashion",21,16
1,24,"male",114122,"rural","desktop","Technology",49,6
1,45,"female",65696,"urban","desktop","Travel",56,21
1,44,"male",134146,"urban","desktop","Travel",6,24
0,55,"male",113994,"rural","desktop","Technology",55,6
1,19,"female",217453,"urban","desktop","Travel",22,17
1,59,"female",178622,"urban","desktop","Fashion",48,19
1,22,"male",107054,"urban","mobile","Fashion",18,13
0,39,"male",125290,"urban","desktop","Technology",13,22
1,52,"male",202719,"suburban","mobile","Travel",38,25
0,70,"female",135499,"urban","mobile","Sports",52,1
1,39,"male",180969,"urban","desktop","Fashion",31,14
1,43,"female",144774,"urban","mobile","Fashion",42,1
0,60,"female",53936,"urban","mobile","Technology",58,15
1,62,"female",142860,"rural","desktop","Sports",36,11
1,40,"male",114617,"suburban","mobile","Technology",17,18
0,62,"male",56591,"urban","desktop","Travel",54,5
0,56,"female",226685,"urban","desktop","Sports",50,10
0,18,"female",87898,"rural","desktop","Fashion",3,14
1,48,"female",240619,"urban","desktop","Sports",11,4
0,63,"female",103411,"urban","desktop","Technology",55,5
1,70,"female",91905,"suburban","desktop","Technology",50,6
1,21,"female",159324,"rural","desktop","Fashion",7,7
1,27,"female",57473,"suburban","desktop","Sports",4,15
1,41,"male",162988,"urban","mobile","Sports",53,19
0,44,"female",213531,"urban","desktop","Technology",17,12
1,47,"female",157035,"suburban","desktop","Technology",37,9
1,30,"female",202361,"urban","mobile","Travel",42,9
1,46,"female",21738,"urban","desktop","Travel",15,23
0,50,"female",24917,"rural","desktop","Technology",24,17
1,49,"male",153032,"suburban","mobile","Sports",18,2
1,30,"male",54772,"suburban","desktop","Sports",41,24
0,45,"female",145218,"urban","mobile","Travel",5,1
1,56,"female",216518,"urban","mobile","Travel",25,19
1,34,"female",90383,"rural","desktop","Technology",6,14
0,51,"female",79295,"suburban","desktop","Technology",34,12
1,20,"male",170576,"urban","desktop","Sports",53,15
1,35,"female",245346,"suburban","desktop","Sports",15,3
1,65,"female",24629,"suburban","desktop","Fashion",54,23
0,68,"male",126216,"urban","mobile","Sports",9,20
1,23,"female",128516,"urban","mobile","Sports",49,13
0,36,"female",43166,"urban","mobile","Travel",45,11
0,19,"male",80537,"suburban","mobile","Technology",21,3
1,43,"male",88765,"rural","desktop","Travel",37,20
0,61,"male",70260,"suburban","mobile","Technology",12,9
0,61,"male",155515,"urban","desktop","Sports",16,8
1,35,"female",128676,"urban","mobile","Sports",26,9
1,20,"male",190780,"suburban","mobile","Fashion",19,22
1,61,"male",194696,"urban","desktop","Sports",45,11
1,29,"female",215912,"urban","desktop","Fashion",32,24
1,39,"female",191901,"urban","mobile","Sports",34,18
1,49,"male",165718,"urban","desktop","Technology",42,3
1,19,"female",132886,"suburban","desktop","Technology",26,25
1,67,"male",244675,"suburban","desktop","Sports",3,18
1,58,"male",30063,"rural","desktop","Sports",52,20
0,32,"male",123762,"suburban","desktop","Sports",17,19
0,29,"male",43307,"urban","mobile","Sports",7,4
1,31,"female",68573,"suburban","desktop","Sports",42,5
1,25,"male",104661,"urban","mobile","Fashion",26,12
1,43,"male",60051,"urban","mobile","Sports",58,23
1,67,"male",60146,"rural","mobile","Travel",26,18
0,48,"female",36754,"rural","desktop","Sports",25,21
0,65,"male",151382,"urban","mobile","Technology",21,18
0,35,"male",77346,"rural","desktop","Sports",26,16
0,20,"male",131040,"urban","mobile","Sports",17,4
1,33,"female",168181,"urban","mobile","Travel",41,23
1,59,"female",125045,"urban","desktop","Travel",44,19
0,37,"male",84469,"suburban","mobile","Sports",18,10
0,67,"male",209375,"suburban","desktop","Travel",42,8
0,46,"female",55232,"suburban","desktop","Sports",42,21
1,69,"male",83241,"urban","mobile","Fashion",49,10
1,67,"female",197289,"urban","desktop","Technology",7,18
1,22,"male",201924,"suburban","desktop","Sports",8,5
1,49,"male",196537,"suburban","mobile","Technology",40,16
1,31,"female",150958,"suburban","mobile","Travel",23,17
0,37,"male",87793,"suburban","desktop","Technology",20,10
1,33,"female",243417,"suburban","desktop","Technology",54,19
1,32,"male",159228,"suburban","mobile","Sports",54,2
0,19,"female",44773,"suburban","desktop","Technology",21,8
0,31,"male",25960,"rural","desktop","Sports",41,9
1,70,"female",68076,"suburban","desktop","Sports",52,14
1,34,"male",63451,"urban","mobile","Technology",47,19
0,28,"female",47468,"urban","desktop","Travel",52,15
1,44,"male",185235,"urban","mobile","Technology",4,12
1,24,"female",226645,"suburban","desktop","Fashion",3,2
0,19,"male",113677,"rural","desktop","Technology",53,14
1,30,"male",108617,"urban","desktop","Fashion",14,3
1,24,"female",109186,"suburban","mobile","Technology",35,9
1,36,"male",92192,"suburban","mobile","Technology",30,25
1,65,"female",171733,"suburban","mobile","Fashion",35,23
1,23,"female",191431,"rural","desktop","Fashion",33,15
0,61,"female",32685,"urban","desktop","Technology",35,10
1,51,"female",203494,"suburban","desktop","Technology",3,25
1,53,"female",146592,"suburban","desktop","Sports",60,22
1,44,"female",173008,"rural","desktop","Fashion",11,9
1,26,"male",170443,"urban","desktop","Fashion",38,8
1,23,"male",92373,"urban","desktop","Travel",6,8
1,40,"male",231786,"urban","desktop","Sports",53,8
1,34,"male",186951,"suburban","mobile","Technology",37,21
1,20,"male",181091,"suburban","desktop","Travel",24,23
1,44,"male",135642,"urban","mobile","Technology",42,21
1,36,"male",61464,"rural","desktop","Technology",49,10
0,51,"female",105137,"rural","desktop","Fashion",2,17
1,33,"female",188916,"rural","desktop","Technology",14,1
1,43,"male",113745,"suburban","desktop","Travel",10,11
1,40,"male",111952,"suburban","desktop","Travel",36,16
0,61,"male",62773,"urban","mobile","Sports",17,2
0,45,"female",101676,"urban","mobile","Fashion",46,9
1,38,"female",244246,"suburban","desktop","Travel",57,11
1,36,"female",239768,"suburban","desktop","Sports",46,14
0,32,"female",137817,"suburban","mobile","Technology",21,2
1,58,"female",128210,"urban","desktop","Fashion",22,2
1,27,"female",172700,"urban","desktop","Travel",59,3
0,59,"female",67420,"suburban","desktop","Fashion",59,3
1,60,"male",161592,"urban","desktop","Sports",12,8
1,33,"female",47721,"rural","mobile","Technology",59,18
1,20,"male",134694,"urban","desktop","Technology",21,3
1,48,"male",246796,"urban","mobile","Technology",47,11
1,52,"male",144310,"suburban","mobile","Sports",31,19
1,47,"male",244038,"suburban","desktop","Technology",33,14
1,33,"male",243470,"suburban","desktop","Technology",29,6
1,28,"female",215074,"urban","mobile","Sports",53,22
1,43,"male",171563,"suburban","mobile","Technology",24,4
1,32,"female",85052,"suburban","desktop","Technology",3,16
1,29,"male",28970,"suburban","desktop","Travel",32,10
1,41,"female",169842,"rural","desktop","Sports",40,23
0,42,"male",85219,"rural","desktop","Technology",31,6
1,59,"male",87270,"suburban","mobile","Sports",59,12
0,46,"male",168400,"urban","desktop","Fashion",48,6
1,39,"male",27669,"suburban","desktop","Fashion",22,24
0,23,"female",24704,"rural","desktop","Travel",43,7
0,63,"female",28050,"urban","desktop","Sports",56,19
0,40,"female",60451,"suburban","desktop","Technology",13,13
1,24,"male",148321,"suburban","desktop","Technology",58,3
0,40,"female",38630,"rural","mobile","Fashion",13,3
1,55,"female",149168,"suburban","desktop","Technology",27,16
0,65,"female",193376,"suburban","desktop","Travel",30,16
1,21,"male",52862,"suburban","desktop","Technology",8,1
1,36,"female",40908,"urban","desktop","Technology",19,24
1,66,"male",168712,"suburban","mobile","Technology",26,13
0,52,"male",225908,"rural","desktop","Fashion",49,19
1,31,"female",110243,"suburban","desktop","Technology",27,20
1,38,"female",22489,"suburban","desktop","Sports",34,10
1,62,"male",212567,"suburban","desktop","Fashion",57,19
1,42,"female",179409,"urban","mobile","Sports",42,18
1,37,"female",236304,"suburban","desktop","Travel",32,22
1,61,"male",199863,"suburban","desktop","Fashion",30,18
1,35,"male",184407,"suburban","mobile","Fashion",17,10
0,42,"male",41925,"suburban","desktop","Sports",25,5
0,61,"male",46615,"suburban","desktop","Travel",38,9
1,43,"female",92673,"rural","desktop","Fashion",47,15
1,23,"female",147344,"suburban","mobile","Technology",13,13
1,45,"male",181118,"rural","mobile","Travel",23,15
1,43,"female",44324,"urban","mobile","Fashion",9,19
1,58,"female",153811,"suburban","desktop","Fashion",58,13
1,37,"male",169395,"suburban","mobile","Technology",18,12
1,32,"female",60702,"suburban","desktop","Technology",23,4
1,61,"female",210381,"urban","desktop","Sports",38,23
1,37,"male",72061,"urban","desktop","Technology",30,25
0,57,"male",181409,"rural","desktop","Sports",5,21
1,20,"male",20039,"urban","desktop","Technology",34,2
1,46,"female",159380,"rural","desktop","Sports",4,24
0,55,"male",163108,"suburban","mobile","Fashion",19,9
1,31,"male",110703,"rural","desktop","Sports",38,22
1,58,"male",51882,"suburban","desktop","Fashion",46,14
1,37,"male",241391,"rural","desktop","Sports",22,18
1,44,"female",59825,"urban","desktop","Fashion",50,15
0,68,"female",156587,"suburban","desktop","Sports",58,8
1,57,"male",74869,"suburban","desktop","Fashion",13,16
1,35,"male",163228,"suburban","desktop","Sports",46,22
1,48,"female",100688,"suburban","desktop","Travel",43,24
1,65,"male",106880,"rural","mobile","Sports",39,13
1,37,"male",162788,"urban","desktop","Fashion",34,22
1,65,"male",178515,"rural","mobile","Technology",25,22
1,34,"male",46783,"suburban","desktop","Sports",58,5
1,62,"female",226456,"urban","mobile","Travel",15,20
1,57,"female",233971,"urban","desktop","Sports",14,19
1,62,"male",212930,"urban","desktop","Fashion",54,14
0,29,"male",105898,"urban","desktop","Technology",5,11
0,61,"male",140201,"rural","desktop","Travel",55,4
1,22,"male",240065,"rural","mobile","Fashion",50,24
1,37,"male",162187,"suburban","desktop","Sports",34,4
0,54,"female",195524,"rural","mobile","Fashion",32,1
0,66,"male",174112,"rural","mobile","Sports",19,8
1,40,"female",174513,"urban","desktop","Technology",27,20
1,54,"female",45755,"urban","desktop","Sports",7,19
0,66,"male",219933,"rural","desktop","Sports",23,14
1,27,"female",46036,"urban","desktop","Sports",57,15
1,63,"female",135928,"urban","mobile","Sports",59,25
1,64,"female",111834,"urban","desktop","Technology",8,16
1,40,"male",57644,"urban","desktop","Sports",21,24
0,59,"female",193015,"suburban","desktop","Fashion",51,25
0,57,"female",79276,"suburban","desktop","Technology",2,11
1,37,"female",91753,"urban","mobile","Sports",13,21
0,50,"male",39913,"urban","mobile","Technology",24,4
0,44,"male",62682,"suburban","desktop","Travel",56,6
1,48,"male",159654,"urban","desktop","Travel",47,7
1,69,"male",150773,"urban","mobile","Travel",32,21
1,60,"male",125007,"rural","mobile","Fashion",29,11
0,62,"male",158877,"urban","mobile","Technology",30,10
1,34,"male",114946,"suburban","desktop","Sports",6,25
1,69,"female",26175,"suburban","mobile","Sports",57,7
0,55,"male",93437,"rural","desktop","Travel",6,14
0,45,"female",223735,"rural","desktop","Sports",41,7
0,36,"female",194700,"suburban","mobile","Technology",49,4
1,54,"female",42953,"suburban","mobile","Travel",55,18
1,44,"male",230512,"urban","desktop","Sports",7,25
0,58,"female",44086,"rural","mobile","Fashion",9,16
1,54,"male",238466,"rural","desktop","Fashion",10,6
0,62,"male",23056,"suburban","desktop","Technology",25,20
1,58,"female",163133,"rural","desktop","Travel",49,11
0,19,"female",203451,"suburban","mobile","Sports",4,3
0,21,"male",54079,"rural","desktop","Technology",30,20
0,68,"male",54921,"suburban","mobile","Technology",8,14
1,48,"male",150071,"rural","desktop","Travel",60,10
0,26,"female",46160,"urban","desktop","Fashion",56,11
1,43,"female",208657,"rural","mobile","Technology",15,19
1,33,"male",174070,"suburban","desktop","Fashion",8,19
1,25,"male",187246,"suburban","mobile","Sports",3,11
1,36,"male",186969,"rural","desktop","Technology",51,10
0,38,"female",127827,"suburban","mobile","Travel",41,13
0,65,"male",72928,"suburban","mobile","Technology",22,16
1,33,"male",73405,"suburban","desktop","Technology",40,18
1,65,"female",46513,"suburban","desktop","Travel",12,23
1,66,"male",59709,"rural","mobile","Fashion",47,19
1,33,"female",104487,"suburban","mobile","Travel",36,24
1,47,"male",191016,"rural","desktop","Technology",3,6
0,29,"female",91376,"rural","desktop","Travel",33,14
1,44,"female",121481,"suburban","mobile","Sports",20,22
